
#-ah-	UNKNOWN
#-aš1!	UNKNOWN
#-ba-ni-ma	UNKNOWN
#-da-	UNKNOWN
#-e	UNKNOWN
#-it-,	UNKNOWN
#-kam	UNKNOWN_NOUN_ADJ
#-ku	UNKNOWN
#-ma	UNKNOWN
#-mu?}	UNKNOWN
#-ni!-	UNKNOWN
#-ni-kà-IR-šu	UNKNOWN
#-ni-ma	UNKNOWN
#-ta!-	UNKNOWN
#-tum	UNKNOWN_NOUN_ADJ
#-tù-	UNKNOWN
#-un!-	UNKNOWN
#-x	UNKNOWN
#-šu	UNKNOWN
#-šum}	UNKNOWN
#En!-na-A-šur	UNKNOWN
#GA-ma-ma	UNKNOWN
#KIŠIB-{kà-a}	UNKNOWN
#Kam!-ma!-li-a	UNKNOWN
#Ku-bi-na-ah-šu	UNKNOWN
#Ku-ku	UNKNOWN
#Ku-na-a	UNKNOWN
#Ni-ma-	UNKNOWN
#TÚG-ta-nu	UNKNOWN
#a-GA-ZI-im	UNKNOWN_NOUN_ADJ
#a-dí	UNKNOWN
#a-gu5-ru-ni?	UNKNOWN
#a-na	UNKNOWN
#a-na-HI	UNKNOWN
#a-na-hi	UNKNOWN
#a-ni-GI}	UNKNOWN
#a-ša-qal	UNKNOWN
#a-šu-LÁ-šu	UNKNOWN
#a-šu-mì-kà	UNKNOWN
#ba-ri-ni	UNKNOWN
#d.NA!-líl-ba-ni	UNKNOWN
#dí-in	UNKNOWN
#dí-in}	UNKNOWN
#eppaš-šum	UNKNOWN_NOUN_ADJ
#eq-	UNKNOWN
#eṭe-ru	UNKNOWN
#gi5-ri-ma	UNKNOWN
#gám-ru	UNKNOWN
#i-DA-hi;	UNKNOWN
#i-dí-i-ma	UNKNOWN
#i-hi-iṭ-ma	UNKNOWN
#i-ku-ri-a	UNKNOWN
#i-kà-pár	UNKNOWN
#i-ma-gu5-ru-kà	UNKNOWN
#i-mu-a	UNKNOWN
#i-ša-lá-mu-tim	UNKNOWN_NOUN_ADJ
#i-ṭá-hi	UNKNOWN
#i-ší-ú-ni-ma?	UNKNOWN
#il5-la-ak}	UNKNOWN
#im-qú-ut	UNKNOWN
#iš-bi4-ma	UNKNOWN
#ki-ri-tim	UNKNOWN_NOUN_ADJ
#ki?-ra-tim	UNKNOWN_NOUN_ADJ
#kà?-	UNKNOWN
#li-GA-ší	UNKNOWN
#li-bi	UNKNOWN
#li-dí-na-ku-nu-tí	UNKNOWN
#li-ik-pu!-ur}	UNKNOWN
#li-ša-ak-nu-kum	UNKNOWN_NOUN_ADJ
#li-ṣi;	UNKNOWN
#li-ṭù-lu	UNKNOWN
#lu-la-pì-ta-tum}	UNKNOWN
#lu-ri-HI-ma	UNKNOWN
#lu-ta!-dí-in;	UNKNOWN
#ma-na	UNKNOWN
#me-	UNKNOWN
#me-NI-e	UNKNOWN
#n\-elia	UNKNOWN
#ni-ik-nu-uk-ma	UNKNOWN
#ni-zi-ta-ku-nu-tí-ma	UNKNOWN
#sú-ri-im	UNKNOWN_NOUN_ADJ
#ta-dí-RU-šu-um	UNKNOWN_NOUN_ADJ
#ta-hi-tum}	UNKNOWN
#tuštabba^-ni	UNKNOWN
#tám-kà-ri-im	UNKNOWN_NOUN_ADJ
#té-er-tám	UNKNOWN
#té-ṭí-ir	UNKNOWN
#wata-ru?	UNKNOWN
#{-lá-la-}!}	UNKNOWN
#{..-šum}	UNKNOWN
#{Ha-mì-ṣa-nim}}	UNKNOWN
#{Ku-du-bi-iš}}	UNKNOWN
#{Ku?!-tù}?}	UNKNOWN
#{KÙ.BABBAR.áp-šu!-nu}	UNKNOWN
#{Wa-za}	UNKNOWN
#{a-na}}	UNKNOWN
#{a-pu-úh	UNKNOWN
#{a-qá-té-e}?}	UNKNOWN
#{e-hi-id}}	UNKNOWN
#{hi-da-ma}!}	UNKNOWN
#{i-re-qú}}	UNKNOWN
#{ki-dim}	UNKNOWN
#{li-ba-kà	UNKNOWN
#{li-qé-a-ma	UNKNOWN
#{ni-sí-ma!}	UNKNOWN
#{ra-biṣ-šu-nu}}	UNKNOWN
#{ta-ze-ar}}	UNKNOWN
#{té-ra-bu}}	UNKNOWN
#{té-ru-bu}}	UNKNOWN
#{tù-ša-am-ri-ṣú}?}	UNKNOWN
#{ur-kà-at-sú}}	UNKNOWN
#{wa-ša-áb}?}	UNKNOWN
#{ú-dí-i}?}	UNKNOWN
#{ša-ar-tim}}	UNKNOWN
#{Šu-li}	UNKNOWN
#{šu-lu-AH}!}	UNKNOWN
#{šé-bi-lam}?}	UNKNOWN
#{ší-a-tim}?}	UNKNOWN
#Ú-{be-tum}	UNKNOWN
#ù-mu	UNKNOWN
#ú-ma-qá-at	UNKNOWN
#ú-ta-NI	UNKNOWN
#ú-za-ku	UNKNOWN
#ša-lá-ṭim	UNKNOWN_NOUN_ADJ
#ṭa-tí	UNKNOWN
#Šu-Iš-ha-ra	UNKNOWN
#šu-a-am	UNKNOWN_NOUN_ADJ
#šu-ta-lá-al	UNKNOWN
#ṭup-pá-kà	UNKNOWN
#ší-ip-ri-kà	UNKNOWN
um-ta-ṣí-ma	maṣāˀum+DStem+Perf+3CS+MA
um-šu-ma	umm+N+Masc+Sg+Construct+3msPoss+MA
um-šu-ma	ūm+N+Masc+Sg+Construct+3msPoss+MA
um?-ma?	UNKNOWN
umn-ma	UNKNOWN
up-ki-im	UNKNOWN_NOUN_ADJ
up-ta-ni	panāˀum+DStem+Perf+1CS
up-ta-ni	panāˀum+DStem+Perf+3CS
up-ta-re-er	parārum+DStem+Perf+1CS
up-ta-re-er	parārum+DStem+Perf+3CS
up-ša	UNKNOWN
uq-ta-li-li	UNKNOWN
uq-ta-ri-ba-ni	UNKNOWN
uq-ṭí-i-ib	UNKNOWN
ur!-kà-tám	UNKNOWN
ur-d,UTU.ši	UNKNOWN
ur-da-ni	UNKNOWN
ur-du	UNKNOWN
ur-du-ni-ma	UNKNOWN
ur-du-ni-ni	UNKNOWN
ur-du-nim-ma	UNKNOWN
ur-du-um	UNKNOWN_NOUN_ADJ
ur-dum	UNKNOWN_NOUN_ADJ
ur-dá-ni-ni	UNKNOWN
ur-dám	UNKNOWN
ur-ha-am	UNKNOWN_NOUN_ADJ
ur-ki	urr+N+Masc+Sg+Construct+2fsPoss
ur-ki	ūr+N+Masc+Sg+Construct+2fsPoss
ur-ki-a-ma	UNKNOWN
ur-ki-im	UNKNOWN_NOUN_ADJ
ur-ki-tim	UNKNOWN_NOUN_ADJ
ur-ki-tí	UNKNOWN
ur-ki-ú-tim	UNKNOWN_NOUN_ADJ
ur-ki-šu	UNKNOWN
ur-kà-at	UNKNOWN
ur-kà-num	UNKNOWN_NOUN_ADJ
ur-kà-tám	UNKNOWN
ur-kà-tám-ma	UNKNOWN
ur-ta-dí	radāˀum+DStem+Perf+1CS
ur-ta-dí	radāˀum+DStem+Perf+3CS
ur-ta-i-bu	UNKNOWN
ur-x	UNKNOWN
us-ma-at-ni	UNKNOWN
us-té-ṣí-ú-ni-kum-ma	UNKNOWN
ut-hi-ri	UNKNOWN
ut-hu-ru-um	UNKNOWN_NOUN_ADJ
ut-lá-ni	UNKNOWN
ut-ra-am	UNKNOWN_NOUN_ADJ
ut-ra-am-ma	UNKNOWN
ut-ru-um	UNKNOWN_NOUN_ADJ
uz-ni	umZ+N+Masc+Sg+Construct+1cpPoss
uz-ni	uzn+N+Masc+Pl+Construct
uz-ni	uzn+N+Masc+Pl+Construct+1csPoss
uz-ni	uzn+N+Masc+Pl+Obl
uz-ni	uzn+N+Masc+Pl+Obl+1csPoss
uz-ni	uzn+N+Masc+Sg+Construct+1cpPoss
uz-ni	uzn+N+Masc+Sg+Construct+1csPoss
uz-ni	uzn+N+Masc+Sg+Gen
uz4-ni	UNKNOWN
uṣ-a-am	UNKNOWN_NOUN_ADJ
uṣ-a-ma	UNKNOWN
uṣ-a-ni	UNKNOWN
uš-ba-at	UNKNOWN
uš-ba-ku	UNKNOWN
uṣ-ba-ku	UNKNOWN
uš-ba-tí-ni	UNKNOWN
uš-bi-a-sú	UNKNOWN
uš-bi-a-sú-nu	UNKNOWN
uš-bi?-ni	UNKNOWN
uš-bu	UNKNOWN
uš-bu-ma	UNKNOWN
uš-bu-ni	UNKNOWN
uš-ha-x	UNKNOWN
uš-kà-i-ma	UNKNOWN
uš-lá-at	UNKNOWN
uš-ta-ah?-dí?-ru-šu	UNKNOWN
uš-ta-ak-ší-da-kum	UNKNOWN_NOUN_ADJ
uš-ta-am-ga-ar	UNKNOWN
uš-ta-am-ṭí-kà	UNKNOWN
uš-ta-aṣ-bi4-tù	ṣabātum+SStem+Perf+3MP
uš-ta-ba-al-ki-it	UNKNOWN
uš-ta-ba-al-ki-sú	UNKNOWN
uš-ta-bi	tabāˀum+SStem+Perf+1CS
uš-ta-bi	tabāˀum+SStem+Perf+3CS
uš-ta-bi	šabāˀum+DStem+Perf+1CS
uš-ta-bi	šabāˀum+DStem+Perf+3CS
uš-ta-bi-ma	tabāˀum+SStem+Perf+1CS+MA
uš-ta-bi-ma	tabāˀum+SStem+Perf+3CS+MA
uš-ta-bi-ma	šabāˀum+DStem+Perf+1CS+MA
uš-ta-bi-ma	šabāˀum+DStem+Perf+3CS+MA
uš-ta-bu-/ú	UNKNOWN
uš-ta-bu-ni	UNKNOWN
uš-ta-bu-ú	tabāˀum+SStem+Perf+3MP
uš-ta-bu-ú	šabāˀum+DStem+Perf+3MP
uš-ta-me-er	UNKNOWN
uš-ta-na-ad-kà	UNKNOWN
uš-ta-na-hu-zu-ší	UNKNOWN
uš-ta-na-áb-ša-lá-kum	UNKNOWN_NOUN_ADJ
uš-ta-ni	manāˀum+SStem+Perf+1CS
uš-ta-ni	manāˀum+SStem+Perf+3CS
uš-ta-ni	šanāˀum+DStem+Perf+1CS
uš-ta-ni	šanāˀum+DStem+Perf+3CS
uš-ta-ta-ta-ni	UNKNOWN
uš-ta-ta-tim	UNKNOWN_NOUN_ADJ
uš-ta-zi-iz	UNKNOWN
uš-ta-zi-iz-kà	UNKNOWN
uš-ta-zi-za-am	UNKNOWN_NOUN_ADJ
uš-ta-áš-ni-ú-ma	šanāˀum+SStem+Perf+3MP+MA
uš-ta-ṣa-ba-at	UNKNOWN
uš-ta-ṣa-ba-at-ma	UNKNOWN
uš-te9-bi-la-kum	UNKNOWN_NOUN_ADJ
uš-te9-ṣí-šu-nu	UNKNOWN
uš-tám-ri-iṣ-ma	marāṣum+SStem+Perf+1CS+MA
uš-tám-ri-iṣ-ma	marāṣum+SStem+Perf+3CS+MA
uš-tám-ṭí-ku-nu	UNKNOWN
uš-tè-bi4-il5-šu	UNKNOWN
uš-té-ba-al	UNKNOWN
uš-té-ba-lam	UNKNOWN_NOUN_ADJ
uš-té-ba-lá-ku-ni	UNKNOWN
uš-té-bi-il5	UNKNOWN
uš-té-bi-il5-šu-um	UNKNOWN_NOUN_ADJ
uš-té-bi-lam	UNKNOWN_NOUN_ADJ
uš-té-bi-lá-ki-im	UNKNOWN_NOUN_ADJ
uš-té-bi-lá-kum	UNKNOWN_NOUN_ADJ
uš-té-bi4-il5-šu-um	UNKNOWN_NOUN_ADJ
uš-té-bi4-lam	UNKNOWN_NOUN_ADJ
uš-té-bi4-lu	UNKNOWN
uš-té-bi4-lu-nim	UNKNOWN_NOUN_ADJ
uš-té-bi4-lá-ki-na-tí	UNKNOWN
uš-té-bi4-lá-kum	UNKNOWN_NOUN_ADJ
uš-té-kà-ap-ma	UNKNOWN
uš-té-li	UNKNOWN
uš-té-li-ú	UNKNOWN
uš-té-li-ú-ší	UNKNOWN
uš-té-né-ba-lam	UNKNOWN_NOUN_ADJ
uš-té-né-ba-lá-ku-ni	UNKNOWN
uš-té-né-ba-lá-ku-um	UNKNOWN_NOUN_ADJ
uš-té-ri-am	UNKNOWN_NOUN_ADJ
uš-té-ri-bu	UNKNOWN
uš-té-ri-ib	UNKNOWN
uš-té-ri-ib-šu-nu	UNKNOWN
uš-té-ṣí	UNKNOWN
uš-tí-mì-it	UNKNOWN
uš-tù	UNKNOWN
uš-x-tí-qú-ku-nu	UNKNOWN
uṣ-ú	UNKNOWN
uṣ-ú-ni	UNKNOWN
uš10-bu	UNKNOWN
uš10-ta-am-ṭí-u-ni	UNKNOWN
uš10-té-šu-ru	UNKNOWN
wa!-ar-ki-tim	UNKNOWN_NOUN_ADJ
wa!-at-ru-tim	UNKNOWN_NOUN_ADJ
wa-ab-lu-ma	UNKNOWN
wa-ab-ru-*tí-a-ma	UNKNOWN
wa-ad-a-at	UNKNOWN
wa-ak-lúm-ma	wakl+N+Masc+Sg+Nom+MA
wa-ak-lúm-ma	wakl+Name+Masc+Sg+Nom+MA
wa-aq-ra-at	UNKNOWN
wa-aq-ru	UNKNOWN
wa-aq-ru-ni	UNKNOWN
wa-ar	warˀ+N+Masc+Sg+Construct
wa-ar-*kà-num	UNKNOWN_NOUN_ADJ
wa-ar-dim	Ward+Name+Masc+Sg+Gen
wa-ar-dim	ward+N+Masc+Sg+Gen
wa-ar-du-tim	wardut+N+Fem+Sg+Gen
wa-ar-ha-am	warh+N+Masc+Sg+Acc
wa-ar-hi-im	warh+N+Masc+Sg+Gen
wa-ar-hi-ša-ma	warh+N+Masc+Dual+Obl+3fsPoss+MA
wa-ar-hi-ša-ma	warh+N+Masc+Pl+Construct+3fsPoss+MA
wa-ar-hi-ša-ma	warh+N+Masc+Pl+Obl+3fsPoss+MA
wa-ar-hi-ša-ma	warh+N+Masc+Sg+Gen+3fsPoss+MA
wa-ar-ki	warki+Adj+Masc+Sg+Gen
wa-ar-ki	warˀ+N+Masc+Sg+Construct+2fsPoss
wa-ar-ki-a	warki+Adj+Masc+Sg+Acc
wa-ar-ki-a-ma	UNKNOWN
wa-ar-ki-i	warki+Adj+Masc+Sg+Gen
wa-ar-ki-i	warˀ+N+Masc+Sg+Construct+2fsPoss
wa-ar-ki-i?	UNKNOWN
wa-ar-ki-im	warki+Adj+Masc+Sg+Gen
wa-ar-ki-kà	UNKNOWN
wa-ar-ki-kà-ma	UNKNOWN
wa-ar-ki-ta-ma	UNKNOWN
wa-ar-ki-tim	warki+Adj+Fem+Sg+Gen
wa-ar-ki-tum	warki+Adj+Fem+Sg+Nom
wa-ar-ki-tám	warki+Adj+Fem+Sg+Acc
wa-ar-ki-tám-ma	UNKNOWN
wa-ar-ki-tí	warki+Adj+Fem+Sg+Gen
wa-ar-ki-tí-a	UNKNOWN
wa-ar-ki-um	warki+Adj+Masc+Sg+Nom
wa-ar-ki-ú-tim	warki+Adj+Masc+Pl+Obl
wa-ar-ki-ú-tum	warki+Adj+Masc+Pl+Nom
wa-ar-ki-šu	UNKNOWN
wa-ar-kà	warki+Adj+Masc+Sg+Acc
wa-ar-kà	warˀ+N+Masc+Sg+Construct+2msPoss
wa-ar-kà-at	warka+N+Fem+Sg+Construct
wa-ar-kà-at-kà	UNKNOWN
wa-ar-kà-ma	warka+N+Fem+Sg+Construct+MA
wa-ar-kà-ma	warˀ+N+Masc+Sg+Construct+2msPoss+MA
wa-ar-kà-nu-um	UNKNOWN_NOUN_ADJ
wa-ar-kà-num	UNKNOWN_NOUN_ADJ
wa-ar-kà-sú-nu	UNKNOWN
wa-ar-kà-tám	warka+N+Fem+Sg+Acc
wa-ar-kà-tám	warki+Adj+Fem+Sg+Acc
wa-as-mu	wasm+Adj+Masc+Sg+Nom
wa-as-mu-ma!	UNKNOWN
wa-as-mu-ni	UNKNOWN
wa-as-mu-tim	wasm+Adj+Masc+Pl+Obl
wa-at!-ru-tim	UNKNOWN_NOUN_ADJ
wa-at-ra	UNKNOWN
wa-at-ra-am	UNKNOWN_NOUN_ADJ
wa-at-ri-im	UNKNOWN_NOUN_ADJ
wa-at-ru	UNKNOWN
wa-at-ru-tim	UNKNOWN_NOUN_ADJ
wa-at-ru-um	UNKNOWN_NOUN_ADJ
wa-aš-bu	wašb+Adj+Masc+Sg+Nom
wa-ba-ar-tum10	UNKNOWN
wa-bar-kà	UNKNOWN
wa-bar-tim	wabar+N+Fem+Sg+Gen
wa-bar-tum	wabar+N+Fem+Sg+Nom
wa-bi-il5	UNKNOWN
wa-bi4-il5	UNKNOWN
wa-di-a-ma	UNKNOWN
wa-du-im	UNKNOWN_NOUN_ADJ
wa-du-ú	UNKNOWN
wa-du-ú-ni	UNKNOWN
wa-dí	UNKNOWN
wa-dí-a	UNKNOWN
wa-dí-ma	UNKNOWN
wa-dí-mì-in4	UNKNOWN
wa-ni-qú	waniq+N+Masc+Pl+Nom
wa-ni-qú	waniq+N+Masc+Sg+Nom
wa-ni-ú-tim	wani+Adj+Masc+Pl+Obl
wa-qar	UNKNOWN
wa-qur-tum-ma	UNKNOWN
wa-qá-ar-tim	UNKNOWN_NOUN_ADJ
wa-qúr-tim	Waqqurt+Name+Masc+Sg+Gen
wa-ra-ad-kà	UNKNOWN
wa-ra-dì-a	UNKNOWN
wa-sú-um-tám	wassum+Adj+Fem+Sg+Acc
wa-ta-ar	UNKNOWN
wa-tur4	UNKNOWN
wa-té-er	UNKNOWN
wa-té-er-ma	UNKNOWN
wa-tù-*ur	UNKNOWN
wa-tù-ur	UNKNOWN
wa-za	Waza+Name
wa-za	Waza+Name+1csPoss
wa-zi-na-ma	UNKNOWN
wa-áš!-bu	UNKNOWN
wa-áš-ba	wašb+Adj+Masc+Sg+Acc
wa-áš-ba	wašābum+GStem+Imp+2CP
wa-áš-ba-at	UNKNOWN
wa-áš-ba-at-/ma	UNKNOWN
wa-áš-ba-at-ma	UNKNOWN
wa-áš-ba-ku	UNKNOWN
wa-áš-ba-ku-ma	UNKNOWN
wa-áš-ba-ku-ni	UNKNOWN
wa-áš-ba-ku-ni-ma	UNKNOWN
wa-áš-ba-ku-ú	UNKNOWN
wa-áš-ba-ni	UNKNOWN
wa-áš-ba-ni-ma	UNKNOWN
wa-áš-ba-ni-ni	UNKNOWN
wa-áš-ba-t	UNKNOWN
wa-áš-ba-tí	wašb+Adj+Fem+Pl+Obl
wa-áš-ba-tí	wašb+Adj+Fem+Sg+Gen
wa-áš-ba-tí-ma	UNKNOWN
wa-áš-ba-tí-ni	UNKNOWN
wa-áš-ba-tù-nu	UNKNOWN
wa-áš-ba-tù-nu-ni	UNKNOWN
wa-áš-bu	wašb+Adj+Masc+Sg+Nom
wa-áš-bu-/ú	UNKNOWN
wa-áš-bu-ni	UNKNOWN
wa-áš-bu-ni-ma	UNKNOWN
wa-áš-bu-tim	wašb+Adj+Masc+Pl+Obl
wa-áš-bu-tum	wašb+Adj+Masc+Pl+Nom
wa-áš-bu-um	wašb+Adj+Masc+Sg+Nom
wa-áš-ṭù	UNKNOWN
wa-ṣa	UNKNOWN
wa-ṣa!-ma	UNKNOWN
wa-ša-*áb	UNKNOWN
wa-ša--áb	UNKNOWN
wa-ṣa-a	UNKNOWN
wa-ša-ab	wašābum+GStem+Imp+2MS
wa-ša-ab	waššāb+N+Masc+Sg+Construct
wa-ṣa-am	UNKNOWN_NOUN_ADJ
wa-ša-bi-im	waššāb+N+Masc+Sg+Gen
wa-ṣa-e-ma	UNKNOWN
wa-ṣa-i-a	UNKNOWN
wa-ṣa-i-im	UNKNOWN_NOUN_ADJ
wa-ṣa-i-kà	UNKNOWN
wa-ṣa-i-šu	UNKNOWN
wa-ṣa-i-šu-nu	UNKNOWN
wa-ša-ra-am	UNKNOWN_NOUN_ADJ
wa-ša-áb	wašābum+GStem+Imp+2MS
wa-ša-áb	waššāb+N+Masc+Sg+Construct
wa-ša-áb-ma	wašābum+GStem+Imp+2MS+MA
wa-ša-áb-ma	waššāb+N+Masc+Sg+Construct+MA
wa-šu-ra-am	UNKNOWN_NOUN_ADJ
wa-šu-ra-at	UNKNOWN
wa-šu-ri-ša	UNKNOWN
wa-šu-ru	UNKNOWN
wa-ṣé-e	UNKNOWN
wa-šé-er	UNKNOWN
wa-šé-er-ma	UNKNOWN
wa-šé-er-šu-um	UNKNOWN_NOUN_ADJ
wa-ṣí!-im	UNKNOWN_NOUN_ADJ
wa-ṣí-(Ras.)-tum	UNKNOWN_NOUN_ADJ
wa-ṣí-a	UNKNOWN
wa-ší-a-at	UNKNOWN
wa-ṣí-e-em	UNKNOWN
wa-ṣí-im	UNKNOWN_NOUN_ADJ
wa-ší-ra	UNKNOWN
wa-ší-ra-šu-ma	UNKNOWN
wa-ṣí-tum	wāṣī+N+Fem+Sg+Nom
wa-ṣí-tám	wāṣī+N+Fem+Sg+Acc
wa-ṣí-tí-kà	wāṣī+N+Fem+Sg+Construct+2msPoss
wa-ṣí-tù-um	wāṣī+N+Fem+Sg+Nom
wa-ṣí-ú	UNKNOWN
wa-ší?++-ra?++-ma	UNKNOWN
wa-ṣú	UNKNOWN
war-ki-ú-tim	UNKNOWN_NOUN_ADJ
we-da-ku	UNKNOWN
we-di-kà-ma	UNKNOWN
x-(x)-ni-ší	UNKNOWN
x-A-šur	UNKNOWN
x-a	UNKNOWN
x-a-a	UNKNOWN
x-a?	UNKNOWN
x-am	UNKNOWN_NOUN_ADJ
x-am-tum	UNKNOWN_NOUN_ADJ
x-ar-zu	UNKNOWN
x-as-hu	UNKNOWN
x-ba-ZI-a	UNKNOWN
x-ba-lá-ku-um	UNKNOWN_NOUN_ADJ
x-ba-ší-ú	UNKNOWN
x-bi	UNKNOWN
x-bi-A-šur	UNKNOWN
x-bu-ší-x-x	UNKNOWN
x-da-ma	UNKNOWN
x-du-ša	UNKNOWN
x-dí-na-ši	UNKNOWN
x-e	UNKNOWN
x-hi-id-ma	UNKNOWN
x-hi-ir	UNKNOWN
x-i-la	UNKNOWN
x-i-sú-ma	UNKNOWN
x-im	UNKNOWN_NOUN_ADJ
x-ki-im	UNKNOWN_NOUN_ADJ
x-ku-nu	UNKNOWN
x-kà	UNKNOWN
x-kà-ni	UNKNOWN
x-kà-x-šu	UNKNOWN
x-li	UNKNOWN
x-li-tim	UNKNOWN_NOUN_ADJ
x-ma	UNKNOWN
x-ma-nam	UNKNOWN_NOUN_ADJ
x-ma?	UNKNOWN
x-me	UNKNOWN
x-me-a-ma	UNKNOWN
x-mì?-ig-du-ú-ni	UNKNOWN
x-na	UNKNOWN
x-na-bu	UNKNOWN
x-na-dí-im	UNKNOWN_NOUN_ADJ
x-na-ma	UNKNOWN
x-na-na	UNKNOWN
x-na-ni	UNKNOWN
x-ni	UNKNOWN
x-ni-im	UNKNOWN_NOUN_ADJ
x-ni-ni?	UNKNOWN
x-nim	UNKNOWN_NOUN_ADJ
x-nu-ni-ni	UNKNOWN
x-ra	UNKNOWN
x-ra-am	UNKNOWN_NOUN_ADJ
x-ra-nim	UNKNOWN_NOUN_ADJ
x-ri-kà	UNKNOWN
x-ru	UNKNOWN
x-ru-kà	UNKNOWN
x-ru-ub	UNKNOWN
x-ru-um	UNKNOWN_NOUN_ADJ
x-ta-tám	UNKNOWN
x-tim	UNKNOWN_NOUN_ADJ
x-tum	UNKNOWN_NOUN_ADJ
x-tám	UNKNOWN
x-tí-kà	UNKNOWN
x-tí-ni	UNKNOWN
x-tí-šu	UNKNOWN
x-um	UNKNOWN_NOUN_ADJ
x-wa-ma	UNKNOWN
x-x	UNKNOWN
x-x(-x)	UNKNOWN
x-x-ku-um	UNKNOWN_NOUN_ADJ
x-x-li-a	UNKNOWN
x-x-lu-um	UNKNOWN_NOUN_ADJ
x-x-sú	UNKNOWN
x-x-tim	UNKNOWN_NOUN_ADJ
x-x-tum	UNKNOWN_NOUN_ADJ
x-x-tí	UNKNOWN
x-ú	UNKNOWN
x-ú-a++	UNKNOWN
x-ú-šu	UNKNOWN
x-ša!-ma	UNKNOWN
x-ša?-x-x	UNKNOWN
x-šu-ma	UNKNOWN
x-šu-nu	UNKNOWN
x-ṭur4-ma	UNKNOWN
x-ší-bu	UNKNOWN
za!-am-ru	UNKNOWN
za-ak-ra-am	UNKNOWN_NOUN_ADJ
za-ak-ru-um	UNKNOWN_NOUN_ADJ
za-al-pá-i-im	UNKNOWN_NOUN_ADJ
za-am	UNKNOWN_NOUN_ADJ
za-am-ru-a-tim	UNKNOWN_NOUN_ADJ
za-ar-a-at	UNKNOWN
za-ar-im	zamr+Adj+Masc+Sg+Gen
za-ar-im	zarˀ+N+Masc+Sg+Gen
za-ki	UNKNOWN
za-ki-a-am	UNKNOWN_NOUN_ADJ
za-ki-a-ma	UNKNOWN
za-ki-am	UNKNOWN_NOUN_ADJ
za-ki-am-ma	UNKNOWN
za-ki-ma	UNKNOWN
za-ku-a	UNKNOWN
za-ku-a-am	UNKNOWN_NOUN_ADJ
za-ku-a-ku	UNKNOWN
za-ku-am	UNKNOWN_NOUN_ADJ
za-ku-am!	UNKNOWN
za-ku-at	UNKNOWN
za-ku-sà	UNKNOWN
za-ku-tim	zakû+N+Fem+Sg+Gen
za-ku-tim	zakûm+Adj+Fem+Sg+Gen
za-ku-tim	zakū+N+Fem+Sg+Gen
za-ku-tum	zakû+N+Fem+Sg+Nom
za-ku-tum	zakûm+Adj+Fem+Sg+Nom
za-ku-tum	zakū+N+Fem+Sg+Nom
za-ku-tám	zakû+N+Fem+Sg+Acc
za-ku-tám	zakûm+Adj+Fem+Sg+Acc
za-ku-tám	zakū+N+Fem+Sg+Acc
za-ku-um	UNKNOWN_NOUN_ADJ
za-ku-ut	zakû+N+Fem+Sg+Construct
za-ku-ut	zakū+N+Fem+Sg+Construct
za-ku-ú	UNKNOWN
za-kà-ar	zakārum+GStem+Imp+2MS
za-kà-i-kà	UNKNOWN
za-kà-ra-am	UNKNOWN_NOUN_ADJ
za-kà-ri	zakārum+GStem+Imp+2FS
za-kà-ri-im	UNKNOWN_NOUN_ADJ
za-la-mu	UNKNOWN
za-lá-ma	UNKNOWN
za-ni	UNKNOWN
za-qú-na-ku-ma	UNKNOWN
za-ri-šu-ma	zarˀ+N+Masc+Dual+Obl+3msPoss+MA
za-ri-šu-ma	zarˀ+N+Masc+Pl+Construct+3msPoss+MA
za-ri-šu-ma	zarˀ+N+Masc+Pl+Obl+3msPoss+MA
za-ri-šu-ma	zarˀ+N+Masc+Sg+Gen+3msPoss+MA
za-tù	zā+N+Fem+Pl+Nom
za-tù	zā+N+Fem+Sg+Nom
za-ze-ar	UNKNOWN
za-zu-ta-am	UNKNOWN_NOUN_ADJ
ze-ra	ZIr+N+Masc+Pl+Construct+1csPoss
ze-ra	ZIr+N+Masc+Pl+Nom+1csPoss
ze-ra	ZIr+N+Masc+Pl+Obl+1csPoss
ze-ra	ZIr+N+Masc+Sg+Acc
ze-ra	ZIr+N+Masc+Sg+Construct+1csPoss
ze-ra	Zamārum+GStem+Imp+2CP
ze-ra	zēr+N+Masc+Pl+Construct+1csPoss
ze-ra	zēr+N+Masc+Pl+Nom+1csPoss
ze-ra	zēr+N+Masc+Pl+Obl+1csPoss
ze-ra	zēr+N+Masc+Sg+Acc
ze-ra	zēr+N+Masc+Sg+Construct+1csPoss
ze-za-ni	Zizia+Name+1cpPoss
zi-gán-LUGAL	UNKNOWN
zi-ik-ri-x	UNKNOWN
zi-il5-kà	UNKNOWN
zi-iq-na-am	ziqn+N+Masc+Sg+Acc
zi-iq-ni	ziqn+N+Masc+Pl+Construct
zi-iq-ni	ziqn+N+Masc+Pl+Construct+1csPoss
zi-iq-ni	ziqn+N+Masc+Pl+Obl
zi-iq-ni	ziqn+N+Masc+Pl+Obl+1csPoss
zi-iq-ni	ziqn+N+Masc+Sg+Construct+1cpPoss
zi-iq-ni	ziqn+N+Masc+Sg+Construct+1csPoss
zi-iq-ni	ziqn+N+Masc+Sg+Gen
zi-it-lu-ni-a-am	UNKNOWN_NOUN_ADJ
zi-it-lu-né-e	UNKNOWN
zi-ki	zakāˀum+GStem+Imp+2FS
zi-ki	zakāˀum+GStem+Imp+2MS
zi-ki	zik+N+Masc+Pl+Construct
